episode,score,rolling_avg_score,best_score
1125,265.9245537590499,237.50532804537514,252.35023980529243
1126,248.14344531529372,237.59560102383605,252.35023980529243
1127,249.20616396312133,237.3653485108514,252.35023980529243
1128,269.12495256555985,240.46836372869495,252.35023980529243
1129,254.08706310112845,240.28981806257093,252.35023980529243
1130,245.395362835535,240.27194148745818,252.35023980529243
1131,273.1057509556523,240.8334182757909,252.35023980529243
1132,242.70177826912885,240.4624053513427,252.35023980529243
1133,262.5255062269517,240.54433791636686,252.35023980529243
1134,267.70640564364066,240.94012805148859,252.35023980529243
1135,270.94434906203423,241.32821919917652,252.35023980529243
1136,231.3035088999474,241.10497436910293,252.35023980529243
1137,277.2626371385229,241.21870999553602,252.35023980529243
1138,282.6262243224355,242.12983923247222,252.35023980529243
1139,269.08044304941234,242.4420989178451,252.35023980529243
1140,264.99059976930266,242.47492293304626,252.35023980529243
1141,253.71502170128184,242.32695605167748,252.35023980529243
1142,243.00421796991247,246.054654950781,252.35023980529243
1143,250.54182673869488,246.02267787252507,252.35023980529243
1144,268.72933443584014,246.151082783349,252.35023980529243
1145,247.05904355554225,246.23162712665376,252.35023980529243
1146,251.91082419939514,246.49993947758773,252.35023980529243
1147,278.73487245349963,246.77934220742114,252.35023980529243
1148,247.20769980051824,246.7444173657636,252.35023980529243
1149,250.18082305585472,246.4206672431705,252.35023980529243
1150,251.74338249671376,246.1145542023611,252.35023980529243
1151,259.8999474885218,246.21159170133683,252.35023980529243
1152,230.24683195179398,245.74787758461818,252.35023980529243
1153,255.90376082182627,245.81699498817213,252.35023980529243
1154,278.1708225248301,246.0628620204503,252.35023980529243
1155,255.63018629912776,248.8027950899034,252.35023980529243
1156,280.7981620285018,248.90350429352304,252.35023980529243
1157,240.6384116272602,248.94671549792216,252.35023980529243
1158,32.32183192057673,246.770250736911,252.35023980529243
1159,261.68522478152505,246.6265347859691,252.35023980529243
1160,272.88521611509407,246.70256024127272,252.35023980529243
1161,267.77026577136866,246.77283934818516,252.35023980529243
1162,275.2183940415672,247.2577269903359,252.35023980529243
1163,261.8401360739665,247.78957013833082,252.35023980529243
1164,215.3601292519349,248.4627780827044,252.35023980529243
1165,256.61776589306305,248.88545018202575,252.35023980529243
1166,248.56348823937853,248.82343602338184,252.35023980529243
1167,289.3580536358518,249.81684073894928,252.35023980529243
1168,243.3095336734582,249.92904270636657,252.35023980529243
1169,264.07139092957146,250.17538097059293,252.35023980529243
1170,268.67044420099523,250.40277258466557,252.35023980529243
1171,280.1370693649121,250.842854208198,252.35023980529243
1172,203.38193735818913,250.31259200457924,252.35023980529243
1173,297.03607388539456,250.5364714195237,252.35023980529243
1174,241.78711466797674,250.272549224112,252.35023980529243
1175,250.59673590799332,250.47196948874327,252.35023980529243
1176,284.80946756113843,250.66571424261144,252.35023980529243
1177,276.1487476324854,251.38403506958497,252.35023980529243
1178,253.83134424044403,251.2241370873768,252.35023980529243
1179,265.7590947286116,251.34161815876757,252.35023980529243
1180,242.46468583547232,250.878498618087,252.35023980529243
1181,254.45036627456324,250.883404686443,252.35023980529243
1182,238.1509291598295,250.802194366808,252.35023980529243
1183,283.26711452481817,250.8554501881833,252.35023980529243
1184,236.91580896622935,250.69707719791404,252.35023980529243
1185,241.9815931258586,250.6662533487131,252.35023980529243
1186,271.7730261144112,250.91592944847474,252.35023980529243
1187,256.11819254489313,250.94827105277378,252.35023980529243
1188,267.14181462192585,251.06499321191677,252.35023980529243
1189,277.0818001273914,252.1307673901985,252.35023980529243
1190,266.23486505606195,252.09925082954535,252.35023980529243
1191,256.7311818475416,252.28948588875122,252.35023980529243
1192,257.6456752833274,252.17888047699623,252.35023980529243
1193,292.47115004514,252.49692722795507,252.49692722795507
1194,251.78007222077224,252.73281860949527,252.73281860949527
1195,214.30064916582512,252.20213321672196,252.73281860949527
1196,255.2713382406362,251.89511622654388,252.73281860949527
1197,230.80020530347753,251.3494361064236,252.73281860949527
1198,260.49742657807906,251.7550166735755,252.73281860949527
1199,267.64995540300083,251.87719388012215,252.73281860949527
1200,199.22942793753245,251.70245722784017,252.73281860949527
1201,226.33647966665345,251.73938808851676,252.73281860949527
1202,255.2816188975862,252.22723183219256,252.73281860949527
1203,270.5729906982392,252.42293895719268,252.73281860949527
1204,258.02514690484134,252.20014396609557,252.73281860949527
1205,264.0968222994517,252.3694236416748,252.73281860949527
1206,239.95583421498998,252.08130338198666,252.73281860949527
1207,245.4403467267001,254.5823482775069,254.5823482775069
1208,267.98642413832357,255.01982319066892,255.01982319066892
1209,251.96268444629612,254.91670388384054,255.01982319066892
1210,225.04004124019625,254.54003488896015,255.01982319066892
1211,194.6973856993649,253.74032933362005,255.01982319066892
1212,253.72777547718886,253.83064846803364,255.01982319066892
1213,235.66520566440147,253.70401248082263,255.01982319066892
1214,224.98127820911972,253.26843853995302,255.01982319066892
1215,30.82974566332743,250.80470656927423,255.01982319066892
1216,272.1056717943137,250.7433551838372,255.01982319066892
1217,266.9600369522412,250.89761483960802,255.01982319066892
1218,264.5627895620029,251.08924192724058,255.01982319066892
1219,265.4942998733184,251.23734011172462,255.01982319066892
1220,286.5468781280616,251.4692321241539,255.01982319066892
1221,280.85472881642096,251.59118253744583,255.01982319066892
1222,261.02773438970496,251.9479372876732,255.01982319066892
1223,275.7995418310853,252.22095485702687,255.01982319066892
1224,263.96257732647155,252.33274690898415,255.01982319066892
1225,237.25067455713585,252.046008116965,255.01982319066892
1226,264.22625835516686,252.20683624736378,255.01982319066892
1227,293.6596880140296,252.6513714878728,255.01982319066892
1228,266.70254018290166,252.62714736404624,255.01982319066892
1229,257.7100430012882,252.66337716304784,255.01982319066892
1230,280.146192139047,253.01088545608295,255.01982319066892
1231,236.39009232730308,252.64372886979945,255.01982319066892
1232,252.59298735785634,252.74264096068674,255.01982319066892
1233,256.041801596591,252.67780391438316,255.01982319066892
1234,263.1330124304398,252.63206998225115,255.01982319066892
1235,247.55593692920482,252.3981858609229,255.01982319066892
1236,260.22817981256736,252.68743257004903,255.01982319066892
1237,260.95444802632153,252.52435067892705,255.01982319066892
1238,239.92204928328047,252.09730892853545,255.01982319066892
1239,280.8647165806288,252.21515166384765,255.01982319066892
1240,255.6178863986263,252.12142453014087,255.01982319066892
1241,287.9288751115314,252.46356306424335,255.01982319066892
1242,243.7581868167766,252.47110275271203,255.01982319066892
1243,237.93274391393481,252.34501192446442,255.01982319066892
1244,251.4941541935358,252.17266012204138,255.01982319066892
1245,266.422533379485,252.3662950202808,255.01982319066892
1246,275.491613076543,252.6021029090523,255.01982319066892
1247,246.9912186755473,252.28466637127275,255.01982319066892
1248,276.4608452273561,252.57719782554116,255.01982319066892
1249,261.070099379776,252.68609058878036,255.01982319066892
1250,273.6276331340382,252.90493309515358,255.01982319066892
1251,294.07536373221774,253.24668725759054,255.01982319066892
1252,192.9037243528351,252.87325618160096,255.01982319066892
1253,255.76813634189241,252.8718999368016,255.01982319066892
1254,246.91471793625317,252.5593388909159,255.01982319066892
1255,265.82468905502145,252.6612839184748,255.01982319066892
1256,263.9886637766372,252.49318893595614,255.01982319066892
1257,269.6622301859696,252.7834271215432,255.01982319066892
1258,250.5551577859195,254.96576038019666,255.01982319066892
1259,277.8969400761998,255.1278775331434,255.1278775331434
1260,253.6520123919317,254.93554549591178,255.1278775331434
1261,235.816675297175,254.61600959116987,255.1278775331434
1262,269.3994036441641,254.55781968719583,255.1278775331434
1263,254.6019925812863,254.48543825226906,255.1278775331434
1264,262.26276366219093,254.9544645963716,255.1278775331434
1265,247.66114236768422,254.86489836111784,255.1278775331434
1266,242.79395979645645,254.80720307668855,255.1278775331434
1267,230.3443073979196,254.21706561430926,255.1278775331434
1268,264.9925853026575,254.43389613060125,255.1278775331434
1269,271.3865437598081,254.50704765890362,255.1278775331434
1270,274.0532873187252,254.56087609008088,255.1278775331434
1271,262.1457039910023,254.3809624363418,255.1278775331434
1272,213.78986022333402,254.48504166499325,255.1278775331434
1273,239.16970725238446,253.9063779986632,255.1278775331434
1274,265.8002888328285,254.1465097403117,255.1278775331434
1275,224.22786920775548,253.88282107330934,255.1278775331434
1276,238.1965685333914,253.41669208303193,255.1278775331434
1277,280.1589170804103,253.45679377751117,255.1278775331434
1278,261.90973621183866,253.53757769722503,255.1278775331434
1279,273.79606718373583,253.61794742177625,255.1278775331434
1280,252.95148328348094,253.72281539625635,255.1278775331434
1281,247.53581816042254,253.65366991511496,255.1278775331434
1282,233.0586661313591,253.60274728483023,255.1278775331434
1283,232.2087244391703,253.09216338397374,255.1278775331434
1284,243.26612228637745,253.15566651717526,255.1278775331434
1285,224.19327077683266,252.97778329368498,255.1278775331434
1286,248.67856237728782,252.74683865631377,255.1278775331434
1287,259.4980187663753,252.78063691852861,255.1278775331434
1288,242.4027468178303,252.53324624048764,255.1278775331434
1289,261.0711706079841,252.3731399452936,255.1278775331434
1290,214.70644820911025,251.85785577682407,255.1278775331434
1291,247.783447384097,251.76837843218965,255.1278775331434
1292,249.95963737129625,251.6915180530693,255.1278775331434
1293,265.8797114966805,251.42560366758468,255.1278775331434
1294,247.61913377693367,251.3839942831463,255.1278775331434
1295,245.66422915205044,251.69763008300856,255.1278775331434
1296,270.6469359117341,251.85138605971954,255.1278775331434
1297,253.4791227205178,252.07817523388994,255.1278775331434
1298,253.06884125493886,252.00388938065853,255.1278775331434
1299,264.4208707751509,251.97159853437998,255.1278775331434
1300,228.13905880748914,252.2606948430796,255.1278775331434
1301,270.1446933508703,252.69877697992175,255.1278775331434
1302,252.85005020307005,252.6744612929766,255.1278775331434
1303,256.7647476135685,252.5363788621299,255.1278775331434
1304,216.4549500436658,252.1206768935181,255.1278775331434
1305,275.7738050046685,252.2374467205703,255.1278775331434
1306,272.2610354636532,252.56049873305693,255.1278775331434
1307,263.33230295037345,252.73941829529366,255.1278775331434
1308,264.1547207750771,252.7011012616612,255.1278775331434
1309,226.07425461559038,252.44221696335416,255.1278775331434
1310,267.1166079859404,252.86298263081156,255.1278775331434
1311,247.82110933165075,253.3942198671344,255.1278775331434
1312,278.94738487718763,253.6464159611344,255.1278775331434
1313,247.7819537566542,253.76758344205692,255.1278775331434
1314,249.8303655878395,254.01607431584415,255.1278775331434
1315,256.28988363972553,256.27067569560813,256.27067569560813
1316,249.78464362344602,256.04746541389943,256.27067569560813
1317,304.1407302329477,256.4192723467065,256.4192723467065
1318,257.48705130216007,256.34851496410806,256.4192723467065
1319,256.6020652795426,256.25959261817036,256.4192723467065
1320,261.7047179382274,256.011171016272,256.4192723467065
1321,256.9050444385833,255.77167417249362,256.4192723467065
1322,253.9060754500497,255.7004575830971,256.4192723467065
1323,240.1328888295596,255.34379105308187,256.4192723467065
1324,242.04818269150718,255.1246471067322,256.4192723467065
1325,249.79870063838308,255.25012736754468,256.4192723467065
1326,261.4359386599337,255.22222417059234,256.4192723467065
1327,260.0340446798165,254.88596773725024,256.4192723467065
1328,276.3820398493302,254.98276273391454,256.4192723467065
1329,264.30869685813013,255.04874927248292,256.4192723467065
1330,261.95513701011487,254.86683872119357,256.4192723467065
1331,271.61684390762707,255.21910623699682,256.4192723467065
1332,278.71399600555173,255.48031632347374,256.4192723467065
1333,241.27303348841642,255.33262864239205,256.4192723467065
1334,271.39208340835944,255.4152193521712,256.4192723467065
1335,270.52767579711326,255.6449367408503,256.4192723467065
1336,284.14151096160765,255.8840700523407,256.4192723467065
1337,238.68986085667123,255.66142418064416,256.4192723467065
1338,265.5202961640581,255.91740664945192,256.4192723467065
1339,262.3648681994778,255.73240816564044,256.4192723467065
1340,264.4391398264737,255.82062069991892,256.4192723467065
1341,249.35914539837415,255.43492340278735,256.4192723467065
1342,250.00485170244562,255.49739005164406,256.4192723467065
1343,231.48841504308345,255.43294676293553,256.4192723467065
1344,267.8139007646592,255.5961442286468,256.4192723467065
1345,264.89632020854356,255.58088209693736,256.4192723467065
1346,281.18127410282614,255.63777870720023,256.4192723467065
1347,263.86113533488384,255.80647787379357,256.4192723467065
1348,259.56283753751285,255.6374977968951,256.4192723467065
1349,272.63216313446924,255.75311843444203,256.4192723467065
1350,284.07815069612155,255.8576236100629,256.4192723467065
1351,240.23794049593005,255.3192493777,256.4192723467065
1352,251.61057307422575,255.90631786491392,256.4192723467065
1353,283.6218060696086,256.18485456219105,256.4192723467065
1354,275.38705018558596,256.4695778846844,256.4695778846844
1355,231.6041016601048,256.12737201073526,256.4695778846844
1356,269.71939385050985,256.184679311474,256.4695778846844
1357,223.96056885625,255.7276626981768,256.4695778846844
1358,270.8668598168409,255.93077971848604,256.4695778846844
1359,266.28771748859845,255.81468749261,256.4695778846844
1360,260.4970123906087,255.8831374925968,256.4695778846844
1361,260.0341587175804,256.1253123268008,256.4695778846844
1362,276.6639947333159,256.1979582376923,256.4695778846844
1363,303.97394253567404,256.6916777372362,256.6916777372362
1364,275.22422023635346,256.82129230297784,256.82129230297784
1365,251.28666750092117,256.8575475543102,256.8575475543102
1366,271.16259471407136,257.1412339034863,257.1412339034863
1367,255.48713522001157,257.3926621817072,257.3926621817072
1368,268.7288857444279,257.43002518612496,257.43002518612496
1369,261.78907935785696,257.33405054210544,257.43002518612496
1370,242.82822435849081,257.02179991250307,257.43002518612496
1371,260.64205867133,257.0067634593064,257.43002518612496
1372,240.25118288980994,257.27137668597106,257.43002518612496
1373,270.9772528216723,257.58945214166397,257.58945214166397
1374,221.13062436489506,257.14275549698465,257.58945214166397
1375,268.39535133543416,257.58443031826147,257.58945214166397
1376,263.19393272556044,257.8344039601832,257.8344039601832
1377,286.62051945385485,257.89901998391764,257.89901998391764
1378,282.0071194339736,258.099993816139,258.099993816139
1379,261.2332699129654,257.9743658434313,258.099993816139
1380,281.7637193228255,258.2624882038247,258.2624882038247
1381,265.7288351625622,258.4444183738461,258.4444183738461
1382,290.66516967858615,259.0204834093184,259.0204834093184
1383,291.12211091642837,259.6096172740909,259.6096172740909
1384,261.48751107592045,259.79183116198635,259.79183116198635
1385,267.4375939442649,260.2242743936607,260.2242743936607
1386,264.14869730929684,260.37897574298086,260.37897574298086
1387,282.4761254344279,260.6087568096613,260.6087568096613
1388,281.29378168486016,260.99766715833164,260.99766715833164
1389,244.307560224286,260.8300310544946,260.99766715833164
1390,226.89244638199955,260.9518910362235,260.99766715833164
1391,291.27677443312854,261.38682430671383,261.38682430671383
1392,298.7141076572885,261.8743690095738,261.8743690095738
1393,272.39783530374433,261.93955024764443,261.93955024764443
1394,268.1463535920094,262.14482244579517,262.14482244579517
1395,246.552544513569,262.15370559941033,262.15370559941033
1396,245.65213801945822,261.90375762048757,262.15370559941033
1397,269.7478617327987,262.0664450106104,262.15370559941033
1398,267.9019493339083,262.2147760914001,262.2147760914001
1399,287.205796996427,262.4426253536128,262.4426253536128
1400,229.16860035887018,262.45292076912665,262.45292076912665
1401,265.02044445231195,262.401678280141,262.45292076912665
1402,271.9008040280013,262.59218581839036,262.59218581839036
1403,290.45213748310323,262.92905971708575,262.92905971708575
1404,274.10290653211194,263.5055392819702,263.5055392819702
1405,256.0448634488316,263.3082498664118,263.5055392819702
1406,258.3118496471617,263.1687580082469,263.5055392819702
1407,257.5609294279519,263.11104427302274,263.5055392819702
1408,297.12129261102655,263.4407099913822,263.5055392819702
1409,276.0178295928686,263.940145741155,263.940145741155
1410,253.91372698707073,263.80811693116624,263.940145741155
1411,235.24671392546128,263.68237297710436,263.940145741155
1412,280.6078970743794,263.6989780990763,263.940145741155
1413,255.71315375153065,263.77829009902507,263.940145741155
1414,244.51043004274473,263.7250907435741,263.940145741155
1415,248.03992531925957,263.6425911603695,263.940145741155
1416,266.6357980523678,263.81110270465865,263.940145741155
1417,289.9379135128003,263.6690745374572,263.940145741155
1418,242.1766572147608,263.5159705965832,263.940145741155
1419,286.82458985384073,263.8181958423262,263.940145741155
1420,253.9736819859754,263.74088548280366,263.940145741155
1421,303.81201322642113,264.209955170682,264.209955170682
1422,280.7781885031617,264.4786763012131,264.4786763012131
1423,263.5218035785676,264.71256544870323,264.71256544870323
1424,287.50861979311503,265.16716981971933,265.16716981971933
1425,289.54117581721505,265.56459457150766,265.56459457150766
1426,266.0892957350078,265.6111281422584,265.6111281422584
1427,257.64472093611755,265.5872349048214,265.6111281422584
1428,269.46201072183317,265.51803461354643,265.6111281422584
1429,276.04191638148075,265.63536680877996,265.63536680877996
1430,273.96040393738895,265.75541947805266,265.75541947805266
1431,289.7795625464098,265.93704666444046,265.93704666444046
1432,256.73370780179584,265.71724378240293,265.93704666444046
1433,240.506099674383,265.70957444426256,265.93704666444046
1434,279.77618776437237,265.7934154878227,265.93704666444046
1435,259.1529631127828,265.67966836097935,265.93704666444046
1436,278.1209819222365,265.61946307058565,265.93704666444046
1437,258.2270843208394,265.81483530522735,265.93704666444046
1438,260.8253555824323,265.7678858994111,265.93704666444046
1439,211.23537817900416,265.2565909992064,265.93704666444046
1440,242.43503484841918,265.0365499494259,265.93704666444046
1441,260.80238207483865,265.15098231619055,265.93704666444046
1442,277.80071767518814,265.42894097591795,265.93704666444046
1443,278.22631621506696,265.89631998763775,265.93704666444046
1444,263.3418836647456,265.8515998166386,265.93704666444046
1445,257.0245746638618,265.7728823611918,265.93704666444046
1446,248.18966526339227,265.44296627279743,265.93704666444046
1447,233.17791627768148,265.13613408222545,265.93704666444046
1448,261.5002867283698,265.155508574134,265.93704666444046
1449,280.36721377193686,265.23285908050866,265.93704666444046
1450,299.17208650317144,265.38379843857916,265.93704666444046
1451,268.52772463556573,265.66669627997555,265.93704666444046
1452,231.20962574914117,265.46268680672466,265.93704666444046
1453,237.45789590938767,265.00104770512246,265.93704666444046
1454,278.02367852629004,265.02741398852953,265.93704666444046
1455,267.53215992518676,265.3866945711804,265.93704666444046
1456,289.0264766637335,265.5797653993126,265.93704666444046
1457,257.6121492402595,265.9162812031527,265.93704666444046
1458,285.6362883856989,266.0639754888413,266.0639754888413
1459,286.17078459709745,266.26280615992624,266.26280615992624
1460,264.03432909125615,266.2981793269327,266.2981793269327
1461,299.49016023830177,266.69273934214,266.69273934214
1462,284.69859671502104,266.77308536195704,266.77308536195704
1463,277.81395573578004,266.51148549395805,266.77308536195704
1464,285.1604459248882,266.61084775084345,266.77308536195704
1465,235.7515957704897,266.4554970335391,266.77308536195704
1466,259.5626862981883,266.3394979493803,266.77308536195704
1467,251.58067135567367,266.3004333107369,266.77308536195704
1468,289.1775564106108,266.5049200173987,266.77308536195704
1469,277.4016485338954,266.66104570915905,266.77308536195704
1470,285.322960724183,267.08599307281605,267.08599307281605
1471,268.2326467877754,267.1618989539804,267.1618989539804
1472,283.04212528901064,267.58980837797253,267.58980837797253
1473,282.0617330938565,267.7006531806943,267.7006531806943
1474,237.01197170596313,267.859466654105,267.859466654105
1475,268.8884134904814,267.86439727565545,267.86439727565545
1476,207.14483193014223,267.3039062677013,267.86439727565545
1477,262.48113157472153,267.06251238890997,267.86439727565545
1478,240.71653095283642,266.64960650409853,267.86439727565545
1479,299.84385610712434,267.0357123660401,267.86439727565545
1480,270.3924264206648,266.92199943701854,267.86439727565545
1481,266.41948955568046,266.9289059809497,267.86439727565545
1482,268.8588570907491,266.71084285507135,267.86439727565545
1483,245.00673818489884,266.2496891277561,267.86439727565545
1484,258.03944460413584,266.2152084630382,267.86439727565545
1485,255.71561407294797,266.0979886643251,267.86439727565545
1486,231.34908920950807,265.76999258332717,267.86439727565545
1487,271.46373780989177,265.6598687070818,267.86439727565545
1488,292.52728620292896,265.7722037522625,267.86439727565545
1489,264.4905478520718,265.9740336285403,267.86439727565545
1490,254.32429735425612,266.24835213826293,267.86439727565545
1491,234.6218673243,265.6818030671746,267.86439727565545
1492,270.20248978181496,265.3966868884199,267.86439727565545
1493,260.5385070090061,265.27809360547246,267.86439727565545
1494,282.72283652596354,265.4238584348121,267.86439727565545
1495,194.78710788390703,264.9062040685154,267.86439727565545
1496,253.86504234527789,264.98833311177367,267.86439727565545
1497,271.5492213247196,265.00634670769284,267.86439727565545
1498,277.201001160462,265.0993372259584,267.86439727565545
1499,260.0380026200494,264.82765928219465,267.86439727565545
1500,275.70365810429223,265.29300985964886,267.86439727565545
